match_id,game_identifier,scheduled,status,venue_name,venue_city,league,home_id,home_name,home_alias,home_market,away_id,away_name,away_alias,away_market,home_games_played,home_recent_points,home_recent_field_goals_pct,home_recent_three_points_pct,home_recent_free_throws_pct,home_recent_assists,home_recent_steals,home_recent_blocks,home_recent_offensive_rebounds,home_recent_defensive_rebounds,home_recent_wins,home_recent_losses,home_recent_win_pct,home_recent_ppg,home_recent_opp_ppg,home_recent_point_diff,home_recent_scoring_trend,away_games_played,away_recent_points,away_recent_field_goals_pct,away_recent_three_points_pct,away_recent_free_throws_pct,away_recent_assists,away_recent_steals,away_recent_blocks,away_recent_offensive_rebounds,away_recent_defensive_rebounds,away_recent_wins,away_recent_losses,away_recent_win_pct,away_recent_ppg,away_recent_opp_ppg,away_recent_point_diff,away_recent_scoring_trend,scoring_advantage_home,form_advantage_home,defensive_advantage_home,ball_control_advantage_home
ae6b255f-5fca-4c8c-9f78-963cebe1e38b,2025-12-04_DEN@IND,2025-12-04T00:00:00+00:00,scheduled,Gainbridge Fieldhouse,Indianapolis,NBA,583ec7cd-fb46-11e1-82cb-f4ce4684ea4c,Indiana Pacers,IND,,583ed102-fb46-11e1-82cb-f4ce4684ea4c,Denver Nuggets,DEN,,5,116.8,43.44,31.82,78.14,26.8,8.6,8.0,12.2,36.0,4,1,0.8,116.8,115.4,1.4,down,5,118.2,51.48,31.6,80.18,30.2,6.6,4.8,10.0,35.8,3,2,0.6,118.2,115.8,2.4,down,-1.4,0.2,0.4,-3.4
dfb472dc-9c57-4233-af26-d6839a344f3b,2025-12-04_POR@CLE,2025-12-04T00:00:00+00:00,scheduled,Rocket Arena,Cleveland,NBA,583ec773-fb46-11e1-82cb-f4ce4684ea4c,Cleveland Cavaliers,CLE,,583ed056-fb46-11e1-82cb-f4ce4684ea4c,Portland Trail Blazers,POR,,5,117.2,46.98,37.54,62.62,26.8,8.6,4.4,14.2,35.4,2,3,0.4,117.2,115.0,2.2,up,5,110.8,42.62,28.58,68.76,24.6,9.2,5.2,16.2,33.6,2,3,0.4,110.8,108.8,2.0,up,6.4,0.0,-6.2,2.2
fbd70f6d-6a2a-4e80-a018-0a3269199172,2025-12-04_SA@ORL,2025-12-04T00:00:00+00:00,scheduled,Kia Center,Orlando,NBA,583ed157-fb46-11e1-82cb-f4ce4684ea4c,Orlando Magic,ORL,,583ecd4f-fb46-11e1-82cb-f4ce4684ea4c,San Antonio Spurs,SA,,5,111.6,48.02,39.4,76.62,26.0,10.0,6.6,11.6,31.8,4,1,0.8,111.6,103.4,8.2,stable,5,112.6,47.74,36.92,76.38,25.6,8.2,3.4,9.0,33.4,2,3,0.4,112.6,117.6,-5.0,down,-1.0,0.4,14.2,0.4
85eb042e-3c8c-47cb-aeea-c104b2885ed7,2025-12-04_LAC@ATL,2025-12-04T00:30:00+00:00,scheduled,State Farm Arena,Atlanta,NBA,583ecb8f-fb46-11e1-82cb-f4ce4684ea4c,Atlanta Hawks,ATL,,583ecdfb-fb46-11e1-82cb-f4ce4684ea4c,LA Clippers,LAC,,5,126.6,52.14,42.02,73.7,32.8,8.4,3.4,11.8,34.4,4,1,0.8,126.6,115.4,11.2,up,5,123.2,53.66,43.48,82.12,28.2,8.8,2.2,10.2,33.2,5,0,1.0,123.2,111.4,11.8,up,3.4,-0.2,-4.0,4.6
b284480c-a969-4c00-9469-a66555e20ed1,2025-12-04_CHA@NY,2025-12-04T00:30:00+00:00,scheduled,Madison Square Garden,New York,NBA,583ec70e-fb46-11e1-82cb-f4ce4684ea4c,New York Knicks,NY,,583ec97e-fb46-11e1-82cb-f4ce4684ea4c,Charlotte Hornets,CHA,,5,110.0,46.44,36.26,76.58,27.4,9.2,4.0,10.8,29.6,2,3,0.4,110.0,109.0,1.0,up,5,98.6,42.82,30.54,71.4,23.6,6.4,3.4,10.0,33.6,0,5,0.0,98.6,120.8,-22.2,up,11.4,0.4,11.8,3.8
5a49e1ae-fb00-4783-95d8-23c9f9cdcc90,2025-12-04_BKN@CHI,2025-12-04T01:00:00+00:00,scheduled,United Center,Chicago,NBA,583ec5fd-fb46-11e1-82cb-f4ce4684ea4c,Chicago Bulls,CHI,,583ec9d6-fb46-11e1-82cb-f4ce4684ea4c,Brooklyn Nets,BKN,,5,120.8,48.94,36.26,85.88,29.2,8.6,4.4,11.8,37.2,4,1,0.8,120.8,110.8,10.0,up,5,106.6,45.02,35.4,74.76,26.2,7.6,3.2,9.2,32.8,1,4,0.2,106.6,119.4,-12.8,up,14.2,0.6,8.6,3.0
73d9f781-b061-4109-98ae-37c78faab4c4,2025-12-04_DET@MIL,2025-12-04T01:00:00+00:00,scheduled,Fiserv Forum,Milwaukee,NBA,583ecefd-fb46-11e1-82cb-f4ce4684ea4c,Milwaukee Bucks,MIL,,583ec928-fb46-11e1-82cb-f4ce4684ea4c,Detroit Pistons,DET,,5,124.4,50.5,40.72,72.22,28.6,8.6,5.0,8.4,35.4,5,0,1.0,124.4,114.6,9.8,down,5,117.4,48.04,35.88,67.24,27.8,6.4,5.6,10.4,29.6,1,4,0.2,117.4,121.4,-4.0,down,7.0,0.8,6.8,0.8
ef514f2f-419f-43d8-a487-c42c92f3c9c4,2025-12-04_SAC@HOU,2025-12-04T01:00:00+00:00,scheduled,Toyota Center,Houston,NBA,583ecb3a-fb46-11e1-82cb-f4ce4684ea4c,Houston Rockets,HOU,,583ed0ac-fb46-11e1-82cb-f4ce4684ea4c,Sacramento Kings,SAC,,5,113.6,47.8,39.74,66.28,25.6,8.2,5.0,12.0,31.0,2,3,0.4,113.6,121.4,-7.8,up,5,114.4,49.56,40.2,87.96,24.8,5.6,3.4,11.6,31.4,3,2,0.6,114.4,110.6,3.8,up,-0.8,-0.2,-10.8,0.8
a4597268-2337-4958-9219-5c3c441b6c95,2025-12-04_MIA@DAL,2025-12-04T01:30:00+00:00,scheduled,American Airlines Center,Dallas,NBA,583ecf50-fb46-11e1-82cb-f4ce4684ea4c,Dallas Mavericks,DAL,,583ecea6-fb46-11e1-82cb-f4ce4684ea4c,Miami Heat,MIA,,5,102.6,47.58,28.5,69.74,24.2,6.4,5.4,9.4,33.0,1,4,0.2,102.6,119.0,-16.4,down,5,122.8,49.28,37.82,77.22,28.4,8.4,4.2,11.6,37.2,2,3,0.4,122.8,113.6,9.2,down,-20.2,-0.2,-5.4,-4.2
